batch,task,case,arm,repeat,stage,candidate,status,candidate_ms,reference_ms,ratio,failure_stage,error,original_status,compiler_commit,original_program,retained_program
"initial","matmul","upstream-profile-6","intent","0","optimization","4","pass","0.018064000643789768","0.01809599995613098","0.9982316914003765","","","","031ab528943572f56d3a1f1389bd76978eb07ce7","report/agent-tritonbench/programs/matmul/intent/repeat-0/optimization-4/candidate.py",""
"initial","matmul","upstream-profile-6","intent","0","optimization","5","pass","0.016367999836802483","0.017184000462293625","0.9525139313583196","","","","031ab528943572f56d3a1f1389bd76978eb07ce7","report/agent-tritonbench/programs/matmul/intent/repeat-0/optimization-5/candidate.py",""
"expanded","rsqrt","upstream-profile-8","triton","0","generation","1","pass","0.005888000130653381","","","","","execution_failure","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/rsqrt/triton/repeat-0/generation-1/candidate.py","report/agent-tritonbench/expanded/programs/rsqrt/triton/repeat-0/generation-1/candidate.py"
"expanded","tanh","upstream-profile-8","intent","0","generation","1","pass","0.007823999971151352","0.007823999971151352","1","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/tanh/intent/repeat-0/generation-1/candidate.py",""
"expanded","sqrt","upstream-profile-8","intent","0","generation","1","pass","0.006152000278234482","0.007935999892652035","0.7752016584489418","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/sqrt/intent/repeat-0/generation-1/candidate.py",""
"expanded","tanh","upstream-profile-8","triton","0","generation","1","execution_failure","","","","generated_launch","at 5:35:
def tanh_kernel(input_ptr, output_ptr, n_elements, BLOCK: tl.constexpr):
    offsets = tl.program_id(0) * BLOCK + tl.arange(0, BLOCK)
    mask = offsets < n_elements
    values = tl.load(input_ptr + offsets, mask=mask)
    tl.store(output_ptr + offsets, tl.tanh(values), mask=mask)
                                   ^
AttributeError(""module 'triton.language' has no attribute 'tanh'"")","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/tanh/triton/repeat-0/generation-1/candidate.py","report/agent-tritonbench/expanded/programs/tanh/triton/repeat-0/generation-1/candidate.py"
"expanded","sqrt","upstream-profile-8","triton","0","generation","1","pass","0.005839999997988343","0.007840000092983246","0.7448979500925146","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/sqrt/triton/repeat-0/generation-1/candidate.py","report/agent-tritonbench/expanded/programs/sqrt/triton/repeat-0/generation-1/candidate.py"
"expanded","rsqrt","upstream-profile-8","intent","0","generation","1","pass","0.006264000199735165","","","","","execution_failure","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/rsqrt/intent/repeat-0/generation-1/candidate.py",""
"expanded","tanh","upstream-profile-8","triton","0","generation","2","pass","0.006704000057652593","0.007823999971151352","0.8568507262744859","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/tanh/triton/repeat-0/generation-2/candidate.py","report/agent-tritonbench/expanded/programs/tanh/triton/repeat-0/generation-2/candidate.py"
"expanded","rsqrt","upstream-profile-8","triton","0","generation","2","execution_failure","","","","source_benchmark","CUDA error: operation failed due to a previous error during capture
Search for `cudaErrorStreamCaptureInvalidated' in https://docs.nvidia.com/cuda/cuda-runtime-api/group__CUDART__TYPES.html for more information.
CUDA kernel errors might be asynchronously reported at some other API call, so the stacktrace below might be incorrect.
For debugging consider passing CUDA_LAUNCH_BLOCKING=1
Compile with `TORCH_USE_CUDA_DSA` to enable device-side assertions.
","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/rsqrt/triton/repeat-0/generation-2/candidate.py","report/agent-tritonbench/expanded/programs/rsqrt/triton/repeat-0/generation-2/candidate.py"
"expanded","fused_index_select_eq","upstream-profile-1","triton","0","generation","1","pass","0.0038720000302419066","0.005888000130653381","0.6576086861961801","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/fused_index_select_eq/triton/repeat-0/generation-1/candidate.py","report/agent-tritonbench/expanded/programs/fused_index_select_eq/triton/repeat-0/generation-1/candidate.py"
"expanded","fused_index_select_eq","upstream-profile-1","intent","0","generation","1","execution_failure","","","","generated_launch","at 70:4:
    v57 = (v51 < v56)
    v58 = v57[:, None]
    v59 = D2
    v60 = tl.full((FRAGMENT_D2,), v59, tl.int64)
    v61 = (v53 < v60)
    v62 = v61[None, :]
    v63 = (v58 & v62)
    v64 = v52[:, None]
    v65 = (v63 & v64)
    v66 = v54[None, :]
    v67 = (v65 & v66)
    tl.store(tl.make_block_ptr(base=(output + tl.cast(v14, tl.int64) * S3_0 + tl.cast(v24, tl.int64) * S3_1), shape=((D1 - tl.cast(v14, tl.int64)), (D2 - tl.cast(v24, tl.int64))), strides=(S3_0, S3_1), offsets=(0, 0), block_shape=(FRAGMENT_D1, FRAGMENT_D2), order=(1, 0)), tl.cast(v50, tl.int1), boundary_check=(0, 1))
    ^
Block element type(int8) and value element type(int1) mismatch","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/fused_index_select_eq/intent/repeat-0/generation-1/candidate.py",""
"expanded","grid_sample","upstream-profile-0","triton","0","generation","1","pass","0.028320000506937504","0.028744000010192394","0.985249112750329","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/grid_sample/triton/repeat-0/generation-1/candidate.py","report/agent-tritonbench/expanded/programs/grid_sample/triton/repeat-0/generation-1/candidate.py"
"expanded","grid_sample","upstream-profile-0","intent","0","generation","1","execution_failure","","","","generated_launch","'function' object has no attribute 'numel'","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/grid_sample/intent/repeat-0/generation-1/candidate.py",""
"expanded","argmax","upstream-profile-8","intent","0","generation","1","compilation_failure","","","","frontend_kir","/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/argmax/intent/repeat-0/generation-1/candidate.py:8:5: error: rank-zero values use runtime scalar parameters, not tensor views","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/argmax/intent/repeat-0/generation-1/candidate.py",""
"expanded","rsqrt","upstream-profile-8","triton","0","generation","3","execution_failure","","","","source_benchmark","CUDA error: operation failed due to a previous error during capture
Search for `cudaErrorStreamCaptureInvalidated' in https://docs.nvidia.com/cuda/cuda-runtime-api/group__CUDART__TYPES.html for more information.
CUDA kernel errors might be asynchronously reported at some other API call, so the stacktrace below might be incorrect.
For debugging consider passing CUDA_LAUNCH_BLOCKING=1
Compile with `TORCH_USE_CUDA_DSA` to enable device-side assertions.
","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/rsqrt/triton/repeat-0/generation-3/candidate.py","report/agent-tritonbench/expanded/programs/rsqrt/triton/repeat-0/generation-3/candidate.py"
"expanded","rsqrt","upstream-profile-8","intent","0","generation","2","execution_failure","","","","source_benchmark","CUDA error: operation failed due to a previous error during capture
Search for `cudaErrorStreamCaptureInvalidated' in https://docs.nvidia.com/cuda/cuda-runtime-api/group__CUDART__TYPES.html for more information.
CUDA kernel errors might be asynchronously reported at some other API call, so the stacktrace below might be incorrect.
For debugging consider passing CUDA_LAUNCH_BLOCKING=1
Compile with `TORCH_USE_CUDA_DSA` to enable device-side assertions.
","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/rsqrt/intent/repeat-0/generation-2/candidate.py",""
"expanded","grid_sample","upstream-profile-0","intent","0","generation","2","pass","0.35817599296569824","0.028416000306606293","12.604729346178523","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/grid_sample/intent/repeat-0/generation-2/candidate.py",""
"expanded","fused_index_select_eq","upstream-profile-1","intent","0","generation","2","pass","0.003759999992325902","0.0057760002091526985","0.6509695041852274","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/fused_index_select_eq/intent/repeat-0/generation-2/candidate.py",""
"expanded","argmax","upstream-profile-8","triton","0","generation","1","execution_failure","","","","generated_launch","at 13:17:
    input_ptr,
    partial_values_ptr,
    partial_indices_ptr,
    n_elements,
    BLOCK: tl.constexpr,
):
    pid = tl.program_id(0)
    offsets = pid * BLOCK + tl.arange(0, BLOCK)
    valid = offsets < n_elements

    values = tl.load(input_ptr + offsets, mask=valid, other=-float(""inf""))
    nan_values = tl.isnan(values)
                 ^
AttributeError(""module 'triton.language' has no attribute 'isnan'"")","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/argmax/triton/repeat-0/generation-1/candidate.py","report/agent-tritonbench/expanded/programs/argmax/triton/repeat-0/generation-1/candidate.py"
"expanded","max","upstream-profile-8","triton","0","generation","1","pass","0.009320000186562538","0.012640000320971012","0.73734176818807","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/max/triton/repeat-0/generation-1/candidate.py","report/agent-tritonbench/expanded/programs/max/triton/repeat-0/generation-1/candidate.py"
"expanded","max","upstream-profile-8","intent","0","generation","1","compilation_failure","","","","frontend_kir","/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/max/intent/repeat-0/generation-1/candidate.py:10:5: error: rank-zero values use runtime scalar parameters, not tensor views","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/max/intent/repeat-0/generation-1/candidate.py",""
"expanded","argmax","upstream-profile-8","intent","0","generation","2","compilation_failure","","","","frontend_kir","/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/argmax/intent/repeat-0/generation-2/candidate.py:10:17: error: missing intrinsic argument 'identity'","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/argmax/intent/repeat-0/generation-2/candidate.py",""
"expanded","rsqrt","upstream-profile-8","triton","0","generation","4","agent_program_error","","","","candidate_build","KernelInterface.warmup() missing 1 required keyword-only argument: 'grid'","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/rsqrt/triton/repeat-0/generation-4/candidate.py","report/agent-tritonbench/expanded/programs/rsqrt/triton/repeat-0/generation-4/candidate.py"
"expanded","relu","upstream-profile-8","triton","0","generation","1","pass","0.0059200001414865255","0.0072480000089854","0.816777060450808","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/relu/triton/repeat-0/generation-1/candidate.py","report/agent-tritonbench/expanded/programs/relu/triton/repeat-0/generation-1/candidate.py"
"expanded","argmax","upstream-profile-8","triton","0","generation","2","pass","0.007967999903485179","0.010479999706149101","0.7603053556203808","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/argmax/triton/repeat-0/generation-2/candidate.py","report/agent-tritonbench/expanded/programs/argmax/triton/repeat-0/generation-2/candidate.py"
"expanded","rsqrt","upstream-profile-8","triton","0","generation","5","execution_failure","","","","source_benchmark","CUDA error: operation failed due to a previous error during capture
Search for `cudaErrorStreamCaptureInvalidated' in https://docs.nvidia.com/cuda/cuda-runtime-api/group__CUDART__TYPES.html for more information.
CUDA kernel errors might be asynchronously reported at some other API call, so the stacktrace below might be incorrect.
For debugging consider passing CUDA_LAUNCH_BLOCKING=1
Compile with `TORCH_USE_CUDA_DSA` to enable device-side assertions.
","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/rsqrt/triton/repeat-0/generation-5/candidate.py","report/agent-tritonbench/expanded/programs/rsqrt/triton/repeat-0/generation-5/candidate.py"
"expanded","relu","upstream-profile-8","intent","0","generation","1","pass","0.006751999957486987","0.007840000092983246","0.8612244741591251","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/relu/intent/repeat-0/generation-1/candidate.py",""
"expanded","mean","upstream-profile-8","intent","0","generation","1","compilation_failure","","","","frontend_kir","/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/mean/intent/repeat-0/generation-1/candidate.py:8:5: error: rank-zero values use runtime scalar parameters, not tensor views","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/mean/intent/repeat-0/generation-1/candidate.py",""
"expanded","mean","upstream-profile-8","triton","0","generation","1","execution_failure","","","","generated_launch","build.<locals>.wrapper() missing 1 required positional argument: 'keepdim'","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/mean/triton/repeat-0/generation-1/candidate.py","report/agent-tritonbench/expanded/programs/mean/triton/repeat-0/generation-1/candidate.py"
"expanded","max","upstream-profile-8","intent","0","generation","2","compilation_failure","","","","frontend_kir","/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/max/intent/repeat-0/generation-2/candidate.py:13:14: error: missing intrinsic argument 'identity'","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/max/intent/repeat-0/generation-2/candidate.py",""
"expanded","mean","upstream-profile-8","intent","0","generation","2","execution_failure","","","","generated_launch","build.<locals>.wrapper() missing 1 required positional argument: 'keepdim'","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/mean/intent/repeat-0/generation-2/candidate.py",""
"expanded","argmax","upstream-profile-8","intent","0","generation","3","compilation_failure","","","","frontend_kir","/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/argmax/intent/repeat-0/generation-3/candidate.py:10:5: error: expected scalar/tensor value, got tuple<f16,i32>","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/argmax/intent/repeat-0/generation-3/candidate.py",""
"expanded","rsqrt","upstream-profile-8","intent","0","generation","3","pass","66.76637649536133","","","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/rsqrt/intent/repeat-0/generation-3/candidate.py",""
"expanded","logsumexp","upstream-profile-8","triton","0","generation","1","pass","0.008848000317811966","0.028672000393271446","0.308593756851662","","","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/logsumexp/triton/repeat-0/generation-1/candidate.py","report/agent-tritonbench/expanded/programs/logsumexp/triton/repeat-0/generation-1/candidate.py"
"expanded","mean","upstream-profile-8","triton","0","generation","2","numerical_failure","","","","comparison","generated/source floating result 0 differs: max_abs=0.2502914071083069, atol=0.0001, rtol=1e-05","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/mean/triton/repeat-0/generation-2/candidate.py","report/agent-tritonbench/expanded/programs/mean/triton/repeat-0/generation-2/candidate.py"
"expanded","mean","upstream-profile-8","intent","0","generation","3","execution_failure","","","","generated_launch","no legal full-coverage extent for FULL_D1","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/mean/intent/repeat-0/generation-3/candidate.py",""
"expanded","argmax","upstream-profile-8","intent","0","generation","4","execution_failure","","","","generated_launch","no legal full-coverage extent for FULL_D1","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/argmax/intent/repeat-0/generation-4/candidate.py",""
"expanded","logsumexp","upstream-profile-8","intent","0","generation","1","compilation_failure","","","","frontend_kir","/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/logsumexp/intent/repeat-0/generation-1/candidate.py:8:5: error: rank-zero values use runtime scalar parameters, not tensor views","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/logsumexp/intent/repeat-0/generation-1/candidate.py",""
"expanded","max","upstream-profile-8","intent","0","generation","3","compilation_failure","","","","frontend_kir","/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/expanded/programs/max/intent/repeat-0/generation-3/candidate.py:17:18: error: tuple value does not match f32","","619ccaf2b2b6f095ecad4fda7357a12257f4f657","report/agent-tritonbench/expanded/programs/max/intent/repeat-0/generation-3/candidate.py",""
